	scenario_id	timespan	ego_v_init	ego_acc_init	l_rel_pos_init	p_rel_pos_init	ll_rel_pos_init	pl_rel_pos_init	lr_rel_pos_init	pr_rel_pos_init	surr_veh_count_init	ego_acc_min	ego_breaktime_max	ego_v_end	l_rel_pos_end	p_rel_pos_end	ll_rel_pos_end	pl_rel_pos_end	lr_rel_pos_end	pr_rel_pos_end	surr_veh_count_end	ego_lane_change_ts	ego_lane_change	cut_in_ts	cut_in_dir	cut_in_dist_reduced	min_dhw	ego_v_min_dhw	ego_acc_min_dhw	l_rel_pos_min_dhw	p_rel_pos_min_dhw	ll_rel_pos_min_dhw	pl_rel_pos_min_dhw	lr_rel_pos_min_dhw	pr_rel_pos_min_dhw	surr_veh_count_min_dhw	ego_breaktime_until_min_dhw	min_thw	ego_v_min_thw	ego_acc_min_thw	l_rel_pos_min_thw	p_rel_pos_min_thw	ll_rel_pos_min_thw	pl_rel_pos_min_thw	lr_rel_pos_min_thw	pr_rel_pos_min_thw	surr_veh_count_min_thw	ego_breaktime_until_min_thw	min_ttc	ego_v_min_ttc	ego_acc_min_ttc	l_rel_pos_min_ttc	p_rel_pos_min_ttc	ll_rel_pos_min_ttc	pl_rel_pos_min_ttc	lr_rel_pos_min_ttc	pr_rel_pos_min_ttc	surr_veh_count_min_ttc	ego_breaktime_until_min_ttc
4405	MPP_DEU_LocationA-52_T1489F17747_T-1	3.2	31.1905	0.0125	48.4904	66.6804	9.2062	63.2231	85.4764	32.7917	6	-0.015	0.04	31.618	14.6603	50.4315	-1.0	-1.0	25.5652	72.5369	4	1.8800000000000001	-1	-1.0	0	-1.0	13.5891	31.3197	0.25	12.5291	55.5848	-1.0	-1.0	35.061	70.3941	4	0.04	0.4339	31.3197	0.25	12.5291	55.5848	-1.0	-1.0	35.061	70.3941	4	0.04	3.3937	31.32	-0.0075	35.3673	70.3429	12.4764	55.7365	68.429	49.9929	6	0.0
4406	MPP_DEU_LocationA-52_T1493F17792_T-1	3.2	25.8121	0.5	41.9665	-1.0	21.0845	-1.0	-1.0	-1.0	2	-0.01	0.12	26.2973	32.4465	75.8016	20.1732	-1.0	27.6395	93.5604	5	1.56	-1	-1.0	0	-1.0	24.2785	26.1925	-0.0075	26.8085	92.9163	6.3748	-1.0	35.1416	98.4562	5	0.0	0.9269	26.1925	-0.0075	26.8085	92.9163	6.3748	-1.0	35.1416	98.4562	5	0.0	5.0445	26.1825	0.25	35.348	98.5852	26.7014	93.327	-1.0	-1.0	4	0.04
4407	MPP_DEU_LocationA-52_T1497F17690_T-1	3.2	35.3654	0.265	59.2303	-1.0	50.2103	-1.0	57.6632	-1.0	3	-0.015	0.12	35.7625	47.8265	-1.0	-1.0	-1.0	38.6818	97.6089	3	1.84	-1	-1.0	0	-1.0	47.6676	35.644	-0.0125	48.1226	-1.0	48.6807	-1.0	36.7617	75.6173	4	0.0	1.3359	35.7625	0.0	47.8265	-1.0	-1.0	-1.0	38.6818	97.6089	3	0.0	6.507	35.644	-0.0125	48.1226	-1.0	48.6807	-1.0	36.7617	75.6173	4	0.0
4408	MPP_DEU_LocationA-52_T1500F17961_T-1	3.2	29.9292	0.255	92.7694	76.0651	80.9053	-1.0	-1.0	-1.0	3	-0.2575	0.12	30.2866	-1.0	-1.0	-1.0	-1.0	-1.0	72.0232	1	1.56	-1	-1.0	0	-1.0	86.8319	30.0115	0.0	82.9919	74.7444	75.6738	-1.0	-1.0	-1.0	3	0.0	2.8933	30.0115	0.0	82.9919	74.7444	75.6738	-1.0	-1.0	-1.0	3	0.0	9.3453	30.0115	0.0	82.9919	74.7444	75.6738	-1.0	-1.0	-1.0	3	0.0
4409	MPP_DEU_LocationA-52_T1501F17903_T-1	3.2	37.0354	0.2575	62.6505	-1.0	94.9349	-1.0	84.3205	27.3036	4	-0.0175	0.08	37.5887	-1.0	-1.0	-1.0	-1.0	26.1764	-1.0	1	1.8	-1	-1.0	0	-1.0	44.6922	37.4422	0.25	42.7722	-1.0	93.1998	-1.0	57.2491	40.8276	4	0.0	1.1936	37.4422	0.25	42.7722	-1.0	93.1998	-1.0	57.2491	40.8276	4	0.0	3.0557	37.4422	0.25	42.7722	-1.0	93.1998	-1.0	57.2491	40.8276	4	0.0
4410	MPP_DEU_LocationA-52_T1507F17976_T-1	3.2	35.0904	-0.4975	-1.0	36.87	14.1188	83.1101	-1.0	22.7986	4	-0.745	1.48	34.5042	22.7128	69.6127	-1.0	-1.0	-1.0	20.0282	3	1.32	-1	-1.0	0	-1.0	18.2509	34.59	-0.245	18.2009	77.8134	-1.0	-1.0	-1.0	29.7614	3	1.32	0.5276	34.59	-0.245	18.2009	77.8134	-1.0	-1.0	-1.0	29.7614	3	1.32	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0
4411	MPP_DEU_LocationA-52_T1520F18207_T-1	3.2	34.1343	-0.2475	56.0623	31.4903	-1.0	-1.0	24.394	17.0563	4	-0.755	3.2	32.5913	-1.0	24.6254	-1.0	19.9176	-1.0	7.8417	3	2.12	1	-1.0	0	-1.0	20.7685	32.7317	-0.5025	20.5685	24.008	-1.0	21.2999	-1.0	6.4547	4	2.92	0.6345	32.7317	-0.5025	20.5685	24.008	-1.0	21.2999	-1.0	6.4547	4	2.92	15.7287	33.1429	-0.5	21.3107	22.1936	-1.0	24.7599	5.868	-1.0	4	2.12
4412	MPP_DEU_LocationA-52_T1532F18349_T-1	3.2	33.8731	0.2575	38.2773	-1.0	-1.0	45.8687	53.5384	53.2496	4	-0.0075	0.04	34.5249	-1.0	39.5934	-1.0	-1.0	-1.0	-1.0	1	1.8	-1	-1.0	0	-1.0	30.9449	34.198	0.2425	31.7549	-1.0	-1.0	42.3283	38.476	59.8387	4	0.0	0.9049	34.198	0.2425	31.7549	-1.0	-1.0	42.3283	38.476	59.8387	4	0.0	7.5472	34.198	0.2425	31.7549	-1.0	-1.0	42.3283	38.476	59.8387	4	0.0
4413	MPP_DEU_LocationA-52_T1533F18198_T-1	3.2	32.4151	-0.0075	41.2711	-1.0	-1.0	18.5056	-1.0	-1.0	2	-0.51	2.72	31.3718	-1.0	72.3848	45.0998	92.4962	-1.0	-1.0	3	0.48	1	-1.0	0	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0
4414	MPP_DEU_LocationA-52_T1537F18350_T-1	3.2	34.7781	-0.01	-1.0	39.1606	76.7679	52.8968	69.3271	23.3087	5	-0.5025	3.2	33.8007	-1.0	67.6901	82.3336	54.7493	56.0163	55.2678	5	-1.0	0	-1.0	0	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0
4415	MPP_DEU_LocationA-52_T153F1656_T-1	3.2	29.08	-0.5	66.7103	21.98	-1.0	16.4	66.2588	9.1826	5	-1.7525	3.2	25.05	18.9002	37.9415	-1.0	3.6241	54.6403	19.5486	5	-1.0	0	-1.0	0	-1.0	19.3552	25.05	0.0	18.9002	37.9415	-1.0	3.6241	54.6403	19.5486	5	3.2	0.7425	26.5404	-1.75	19.25	39.3119	38.1716	6.6292	-1.0	18.0157	5	2.24	12.8049	27.6307	-1.5	20.3502	39.2215	38.6413	9.367	-1.0	15.7358	5	1.56
4416	MPP_DEU_LocationA-52_T1542F18484_T-1	3.2	33.7985	0.0	-1.0	43.7241	-1.0	-1.0	54.2223	30.5437	3	-0.005	0.04	34.3318	-1.0	56.41	-1.0	52.5241	-1.0	50.7933	3	0.44	1	-1.0	0	-1.0	52.5893	34.1862	0.245	52.5893	47.3255	-1.0	49.745	-1.0	40.2922	4	0.04	1.5383	34.1862	0.245	52.5893	47.3255	-1.0	49.745	-1.0	40.2922	4	0.04	61.8668	34.1376	-0.005	52.8453	44.3011	-1.0	48.6402	-1.0	37.0376	4	0.0
4417	MPP_DEU_LocationA-52_T1557F18573_T-1	3.2	28.6814	0.2575	34.3317	57.6147	10.913	-1.0	73.7051	5.6755	5	-0.015	0.08	29.5163	17.65	94.9202	-1.0	-1.0	25.8791	61.8344	4	1.92	-1	-1.0	0	-1.0	15.6441	29.3181	0.24	15.2391	99.6568	-1.0	-1.0	29.3516	59.8903	4	0.0	0.5336	29.3181	0.24	15.2391	99.6568	-1.0	-1.0	29.3516	59.8903	4	0.0	8.8863	29.3085	0.24	29.4679	59.8489	15.1534	99.7971	65.87	13.6577	6	0.0
4418	MPP_DEU_LocationA-52_T1561F18478_T-1	3.2	26.2183	0.5075	29.003	-1.0	55.2595	-1.0	-1.0	-1.0	2	0.2425	0.0	27.5219	57.09	64.5157	65.782	52.8558	22.278	87.652	6	2.08	-1	-1.0	0	-1.0	31.4533	27.0858	0.495	25.0883	84.2671	56.2235	71.181	-1.0	-1.0	4	0.0	1.1612	27.0858	0.495	25.0883	84.2671	56.2235	71.181	-1.0	-1.0	4	0.0	6.1203	27.0858	0.495	25.0883	84.2671	56.2235	71.181	-1.0	-1.0	4	0.0
4419	MPP_DEU_LocationA-52_T1565F18632_T-1	3.2	32.9462	-0.495	-1.0	45.4251	-1.0	-1.0	90.5135	19.579	3	-0.51	3.2	31.9028	80.0316	40.6114	-1.0	43.947	43.0873	12.0464	5	1.8	1	-1.0	0	-1.0	80.1316	31.9028	0.0	80.0316	40.6114	-1.0	43.947	43.0873	12.0464	5	3.2	2.5117	31.9028	0.0	80.0316	40.6114	-1.0	43.947	43.0873	12.0464	5	3.2	24.8627	32.3109	-0.255	84.3671	31.6351	-1.0	45.3389	5.5118	56.5908	5	1.8
4420	MPP_DEU_LocationA-52_T1580F18742_T-1	3.2	31.893	0.2575	-1.0	47.7664	26.8069	69.1513	-1.0	17.703	4	-0.755	1.2	31.8786	28.3775	60.8221	-1.0	-1.0	-1.0	26.7333	3	1.32	-1	-1.0	0	-1.0	27.8679	32.4025	0.25	27.7179	65.0789	-1.0	-1.0	-1.0	39.0508	3	0.0	0.8599	32.4228	0.0	27.7307	64.8763	-1.0	-1.0	-1.0	38.5041	3	0.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0
4421	MPP_DEU_LocationA-52_T1589F18852_T-1	3.2	32.0501	0.0	-1.0	50.1337	18.3212	21.8967	-1.0	5.352	4	-0.2525	0.04	31.8546	-1.0	48.9301	-1.0	16.8436	-1.0	16.5854	3	-1.0	0	-1.0	0	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0
4422	MPP_DEU_LocationA-52_T1600F18976_T-1	3.2	35.6042	0.255	-1.0	21.2338	-1.0	-1.0	53.0566	21.5394	3	-0.505	2.32	34.783	41.5512	23.995	-1.0	14.4843	12.0051	79.5148	5	2.24	1	-1.0	0	-1.0	41.2012	34.783	0.0	41.5512	23.995	-1.0	14.4843	12.0051	79.5148	5	2.32	1.1845	34.783	0.0	41.5512	23.995	-1.0	14.4843	12.0051	79.5148	5	2.32	11.474	34.783	0.0	41.5512	23.995	-1.0	14.4843	12.0051	79.5148	5	2.32
4423	MPP_DEU_LocationA-52_T1616F19137_T-1	3.2	30.42	0.25	-1.0	-1.0	23.9892	-1.0	-1.0	-1.0	1	-0.5	1.0	30.1301	97.68	-1.0	18.3561	-1.0	-1.0	-1.0	2	-1.0	0	-1.0	0	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0
4424	MPP_DEU_LocationA-52_T1644F19626_T-1	3.2	24.3828	0.005	-1.0	23.8	15.5291	80.596	-1.0	-1.0	3	-0.0075	0.04	24.8077	31.6622	67.2733	27.7557	-1.0	-1.0	19.7452	4	1.8	-1	-1.0	0	-1.0	18.5343	24.5315	0.0	24.7493	72.2682	16.5447	-1.0	-1.0	21.5612	4	0.0	0.7555	24.5315	0.0	24.7493	72.2682	16.5447	-1.0	-1.0	21.5612	4	0.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0
4425	MPP_DEU_LocationA-52_T164F1660_T-1	3.2	31.9211	0.255	-1.0	23.0654	72.2751	86.9773	-1.0	48.53	4	0.2325	0.0	33.827	73.8075	81.3001	-1.0	-1.0	-1.0	10.4307	3	1.48	-1	-1.0	0	-1.0	73.5025	33.827	0.0	73.8075	81.3001	-1.0	-1.0	-1.0	10.4307	3	0.0	2.1729	33.827	0.0	73.8075	81.3001	-1.0	-1.0	-1.0	10.4307	3	0.0	77.5287	33.827	0.0	73.8075	81.3001	-1.0	-1.0	-1.0	10.4307	3	0.0
4426	MPP_DEU_LocationA-52_T1650F19479_T-1	3.2	32.2271	0.2575	72.9725	35.6211	57.0467	23.3229	52.6852	17.65	6	-0.015	0.24	32.4206	72.981	57.4002	67.9158	19.6195	22.2749	40.6051	6	-1.0	0	-1.0	0	-1.0	73.1027	32.3925	0.245	72.9027	52.48	65.7554	20.9457	29.1349	35.2062	6	0.24	2.256	32.4115	-0.005	72.9218	54.66	66.7804	20.3849	26.0469	37.5861	6	0.0	1365.5251	32.3601	-0.0125	72.9897	45.3948	62.318	22.4239	39.0875	27.5691	6	0.0
4427	MPP_DEU_LocationA-52_T1665F19928_T-1	3.2	23.7435	0.505	-1.0	24.614	21.8832	28.9358	-1.0	-1.0	3	0.4825	0.0	25.4117	28.4472	26.903	25.5057	13.6654	-1.0	18.029	5	1.36	-1	-1.0	0	-1.0	32.129	24.4796	0.51	25.384	27.0625	11.046	25.0741	-1.0	22.6309	5	0.0	1.3125	24.4796	0.51	25.384	27.0625	11.046	25.0741	-1.0	22.6309	5	0.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0
4428	MPP_DEU_LocationA-52_T1674F19821_T-1	3.2	28.1428	0.2625	63.4201	18.7813	7.5754	62.2967	-1.0	59.5379	5	0.2625	0.0	29.6162	24.1116	38.5413	-1.0	-1.0	-1.0	9.4425	3	1.52	-1	-1.0	0	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0
4429	MPP_DEU_LocationA-52_T1678F19796_T-1	3.2	34.3342	0.0125	20.3317	-1.0	-1.0	-1.0	-1.0	8.8809	2	-0.015	0.08	34.6777	-1.0	87.99	-1.0	-1.0	14.2715	-1.0	2	1.8	-1	-1.0	0	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0
4430	MPP_DEU_LocationA-52_T1681F20035_T-1	3.2	29.3314	0.0025	-1.0	70.7817	11.8619	-1.0	-1.0	34.719	3	-0.25	0.04	29.5428	-1.0	-1.0	-1.0	-1.0	-1.0	80.4475	1	1.76	-1	-1.0	0	-1.0	19.0618	29.3493	0.0075	18.7068	-1.0	-1.0	-1.0	-1.0	81.7889	2	0.0	0.6495	29.3493	0.0075	18.7068	-1.0	-1.0	-1.0	-1.0	81.7889	2	0.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0
4431	MPP_DEU_LocationA-52_T1693F20024_T-1	3.2	35.5765	0.255	-1.0	29.8606	-1.0	-1.0	-1.0	9.5752	2	-0.015	0.16	36.117	-1.0	25.9256	-1.0	30.3466	-1.0	5.8215	3	1.16	1	-1.0	0	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0
4432	MPP_DEU_LocationA-52_T1696F20091_T-1	3.2	36.64	0.75	-1.0	48.3502	-1.0	-1.0	8.5646	69.8942	3	0.5	0.0	38.5901	-1.0	53.23	-1.0	-1.0	-1.0	14.9635	2	-1.0	0	-1.0	0	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0
4433	MPP_DEU_LocationA-52_T1755F21078_T-1	3.2	31.3083	-0.245	44.4611	85.9885	10.7961	37.0755	-1.0	-1.0	4	-0.25	0.08	31.5548	-1.0	31.6008	-1.0	43.684	-1.0	78.7243	3	1.92	-1	-1.0	0	-1.0	15.5589	31.2295	0.2425	15.8139	33.3772	-1.0	53.9779	30.9272	81.2026	5	0.0	0.4982	31.2295	0.2425	15.8139	33.3772	-1.0	53.9779	30.9272	81.2026	5	0.0	3.9079	31.2295	0.0	31.1936	81.2916	15.6994	33.4481	-1.0	-1.0	4	0.04
4434	MPP_DEU_LocationA-52_T1768F21155_T-1	3.2	36.584	-0.255	79.6536	31.3505	-1.0	90.8096	39.5584	13.4213	5	-0.5025	2.56	35.78	-1.0	36.0102	-1.0	99.3008	-1.0	4.7221	3	-1.0	0	-1.0	0	-1.0	72.98	35.91	-0.25	72.83	35.3	-1.0	97.5398	8.1916	45.4657	5	0.08	2.0323	35.91	-0.25	72.83	35.3	-1.0	97.5398	8.1916	45.4657	5	0.08	27.8851	36.1504	-0.25	75.4604	33.8001	-1.0	94.3838	19.7837	32.8544	5	1.64
4435	MPP_DEU_LocationA-52_T1779F21229_T-1	3.2	32.8829	0.005	87.06	23.4914	7.927	41.4713	-1.0	7.8129	5	-0.2475	0.08	33.1989	12.0028	27.6584	-1.0	-1.0	-1.0	14.293	3	1.44	-1	-1.0	0	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0
4436	MPP_DEU_LocationA-52_T1787F21355_T-1	3.2	40.8324	0.2525	-1.0	83.34	-1.0	-1.0	-1.0	73.2378	2	-0.005	0.08	41.2053	-1.0	-1.0	-1.0	-1.0	87.4486	34.2666	2	1.24	1	-1.0	0	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0
4437	MPP_DEU_LocationA-52_T1849F22169_T-1	3.2	33.0013	-0.01	23.3066	44.2529	37.5897	-1.0	21.9665	16.616	5	-0.01	0.2	35.006	49.8833	-1.0	-1.0	-1.0	8.7655	67.8267	3	1.8	-1	-1.0	0	-1.0	15.7291	33.7582	1.0	15.7841	56.3192	44.6792	-1.0	6.6934	34.0947	5	0.0	0.4659	33.7582	1.0	15.7841	56.3192	44.6792	-1.0	6.6934	34.0947	5	0.0	2.3698	33.7582	1.0	15.7841	56.3192	44.6792	-1.0	6.6934	34.0947	5	0.0
4438	MPP_DEU_LocationA-52_T1855F22275_T-1	3.2	25.192	-0.245	-1.0	37.0338	6.6973	24.077	-1.0	-1.0	3	-0.255	0.08	24.915	19.394	22.497	50.7279	32.0447	-1.0	31.694	5	1.8	-1	-1.0	0	-1.0	7.1193	25.0258	-0.25	13.6343	23.1627	40.4747	39.7864	-1.0	33.9509	5	0.0	0.2845	25.0258	-0.25	13.6343	23.1627	40.4747	39.7864	-1.0	33.9509	5	0.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0
4439	MPP_DEU_LocationA-52_T1859F22297_T-1	3.2	25.5914	0.0	32.992	91.2803	57.0276	21.1417	-1.0	23.6521	5	-0.5	0.76	25.07	22.1184	45.0821	-1.0	6.0254	52.3538	-1.0	4	-1.0	0	-1.0	0	-1.0	21.0284	25.07	0.0	22.1184	45.0821	-1.0	6.0254	52.3538	-1.0	4	0.76	0.8388	25.07	0.0	22.1184	45.0821	-1.0	6.0254	52.3538	-1.0	4	0.76	11.0453	25.23	-0.25	22.3658	42.9227	-1.0	8.4166	53.5912	-1.0	4	0.2
4440	MPP_DEU_LocationA-52_T1887F22622_T-1	3.2	34.1548	0.5	30.0241	78.7049	73.234	-1.0	88.7251	-1.0	4	-0.005	0.04	34.6629	79.9576	-1.0	-1.0	-1.0	21.7209	82.4766	3	2.12	-1	-1.0	0	-1.0	24.2112	34.5447	0.25	24.2612	81.3507	76.9973	-1.0	65.5153	-1.0	4	0.0	0.7009	34.5447	0.25	24.2612	81.3507	76.9973	-1.0	65.5153	-1.0	4	0.0	7.8875	34.5447	0.25	24.2612	81.3507	76.9973	-1.0	65.5153	-1.0	4	0.0
4441	MPP_DEU_LocationA-52_T18F218_T-1	3.2	29.5511	0.0	-1.0	31.1337	-1.0	-1.0	-1.0	-1.0	1	-0.25	1.0	29.1221	-1.0	-1.0	-1.0	32.2052	53.5514	20.7692	3	3.0	1	-1.0	0	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0
4442	MPP_DEU_LocationA-52_T1903F23043_T-1	3.2	24.6729	0.005	-1.0	49.1512	6.4994	56.06	-1.0	-1.0	3	0.005	0.0	25.4014	31.3345	42.4273	-1.0	12.4244	-1.0	36.3076	4	1.72	-1	-1.0	0	-1.0	13.5684	24.98	0.25	19.5784	47.4319	-1.0	31.1979	-1.0	42.4934	4	0.0	0.5432	24.98	0.25	19.5784	47.4319	-1.0	31.1979	-1.0	42.4934	4	0.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0
4443	MPP_DEU_LocationA-52_T1929F23294_T-1	3.2	35.1441	0.01	-1.0	22.451	-1.0	-1.0	90.8692	14.7654	3	-0.2675	1.4	34.9918	-1.0	21.6925	-1.0	13.2404	-1.0	5.0427	3	1.36	1	-1.0	0	-1.0	88.5958	35.1678	-0.2575	88.2908	18.7226	-1.0	18.6427	12.305	-1.0	4	0.04	2.5192	35.1678	-0.2575	88.2908	18.7226	-1.0	18.6427	12.305	-1.0	4	0.04	61.1075	35.1881	0.01	88.6573	18.0403	-1.0	19.5793	14.9856	-1.0	4	0.0
4444	MPP_DEU_LocationA-52_T1939F23292_T-1	3.2	38.7421	0.0025	46.3146	-1.0	38.5622	-1.0	-1.0	74.8473	3	-0.005	0.04	39.3344	39.4311	-1.0	-1.0	-1.0	29.4668	-1.0	2	2.0	-1	-1.0	0	-1.0	35.9203	39.1654	0.255	36.1203	-1.0	38.9683	-1.0	-1.0	-1.0	2	0.0	0.9171	39.1654	0.255	36.1203	-1.0	38.9683	-1.0	-1.0	-1.0	2	0.0	5.7772	39.1654	0.255	36.1203	-1.0	38.9683	-1.0	-1.0	-1.0	2	0.0
4445	MPP_DEU_LocationA-52_T1977F23702_T-1	3.2	34.3589	0.25	98.0871	26.8759	-1.0	-1.0	59.557	6.5248	4	-0.2525	0.4	34.3002	95.1411	40.2609	-1.0	-1.0	23.2398	39.9111	4	-1.0	0	-1.0	0	-1.0	95.1911	34.3002	0.0	95.1411	40.2609	-1.0	-1.0	23.2398	39.9111	4	0.0	2.775	34.3102	-0.25	95.1612	39.9808	-1.0	-1.0	24.1155	39.0388	4	0.2	94.08	34.4523	-0.2525	96.374	34.5733	-1.0	-1.0	38.9134	24.1204	4	0.04
4446	MPP_DEU_LocationA-52_T1985F23821_T-1	3.2	35.3037	0.2525	-1.0	36.6104	-1.0	69.575	-1.0	4.6749	3	-0.0075	0.04	36.0264	99.657	67.2983	-1.0	-1.0	-1.0	23.4521	3	1.44	-1	-1.0	0	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0
4447	MPP_DEU_LocationA-52_T200F2309_T-1	3.2	27.723	0.5075	41.1959	65.9127	22.0542	59.2141	-1.0	-1.0	4	0.2575	0.0	29.4457	-1.0	43.5444	-1.0	48.8281	-1.0	78.1666	3	1.84	-1	-1.0	0	-1.0	33.9992	28.6635	0.4925	32.6342	49.1108	-1.0	62.193	36.0035	72.0816	5	0.0	1.1861	28.6635	0.4925	32.6342	49.1108	-1.0	62.193	36.0035	72.0816	5	0.0	8.1237	28.6338	0.7425	36.1105	71.9304	32.4169	49.3421	-1.0	-1.0	4	0.0
4448	MPP_DEU_LocationA-52_T2013F24263_T-1	3.2	25.7219	0.005	-1.0	29.3604	6.7368	-1.0	-1.0	-1.0	2	-0.265	0.64	25.6022	24.0157	-1.0	-1.0	23.9915	-1.0	24.772	3	1.76	-1	-1.0	0	-1.0	9.9004	25.7398	-0.25	16.1654	-1.0	77.2165	36.6861	-1.0	26.7251	4	0.0	0.3846	25.7398	-0.25	16.1654	-1.0	77.2165	36.6861	-1.0	26.7251	4	0.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0
4449	MPP_DEU_LocationA-52_T2025F24347_T-1	3.2	36.2568	0.255	51.621	60.7879	37.114	-1.0	49.7648	8.0381	5	0.2425	0.0	37.5445	-1.0	-1.0	-1.0	-1.0	-1.0	69.1146	1	1.84	-1	-1.0	0	-1.0	40.2031	36.8805	0.5	40.1781	65.3002	51.8769	-1.0	31.8005	25.7525	5	0.0	1.0901	36.8805	0.5	40.1781	65.3002	51.8769	-1.0	31.8005	25.7525	5	0.0	5.2287	36.8805	0.5	40.1781	65.3002	51.8769	-1.0	31.8005	25.7525	5	0.0
