,scenario_id,scenario_name,timespan,ego_v_init,ego_v_mid,ego_v_end,ego_acc_init,ego_acc_mid,ego_acc_min,ego_breaktime_max,ego_breaktime_until_mid,l_rel_pos_init,p_rel_pos_init,ll_rel_pos_init,pl_rel_pos_init,lr_rel_pos_init,pr_rel_pos_init,l_rel_pos_mid,p_rel_pos_mid,ll_rel_pos_mid,pl_rel_pos_mid,lr_rel_pos_mid,pr_rel_pos_mid,l_rel_pos_end,p_rel_pos_end,ll_rel_pos_end,pl_rel_pos_end,lr_rel_pos_end,pr_rel_pos_end,surr_veh_count_init,surr_veh_count_mid,surr_veh_count_end
3231,3231,MPP_DEU_LocationA-43_T571F6653_T-1,3.2,32.422,32.1964,31.7553,0.0025,-0.245,-0.505,1.28,0.04,-1.0,-1.0,-1.0,82.4713,-1.0,-1.0,-1.0,75.4654,79.9023,-1.0,-1.0,-1.0,92.5529,68.8883,84.2019,-1.0,-1.0,92.8659,1,1,1
3232,3232,MPP_DEU_LocationA-43_T57F440_T-1,3.2,33.0972,34.141999999999996,35.09,0.495,0.7475,0.25,0.0,0.0,-1.0,67.399,-1.0,97.4196,69.7474,40.2656,-1.0,70.3205,-1.0,-1.0,55.4278,56.4993,-1.0,74.0901,103.6386,-1.0,39.8299,73.9033,4,4,4
3233,3233,MPP_DEU_LocationA-43_T589F7078_T-1,3.2,34.9532,36.409,37.6014,1.0025,0.75,0.74,0.0,0.0,15.3336,64.0214,-1.0,-1.0,-1.0,40.1823,10.0612,70.8272,-1.0,-1.0,-1.0,57.6385,-1.0,-1.0,-1.0,-1.0,4.4942,79.5865,3,3,3
3234,3234,MPP_DEU_LocationA-43_T591F7094_T-1,3.2,35.0446,34.4639,33.7512,-0.245,-0.25,-0.5075,3.2,1.6,-1.0,27.4857,-1.0,-1.0,52.8567,-1.0,-1.0,27.4677,-1.0,-1.0,46.8298,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,26.1721,2,2,2
3235,3235,MPP_DEU_LocationA-43_T615F7570_T-1,3.2,27.7211,27.89,27.9602,0.0,0.0,-0.25,0.04,0.0,46.3325,52.9403,37.2919,29.6161,-1.0,-1.0,42.2602,61.1606,36.2778,25.605,-1.0,-1.0,-1.0,69.78,-1.0,21.9377,-1.0,-1.0,4,4,4
3236,3236,MPP_DEU_LocationA-43_T641F7591_T-1,3.2,32.9956,33.9487,34.5044,0.505,0.5,0.245,0.0,0.0,27.9041,-1.0,30.7877,-1.0,25.1676,-1.0,20.8478,-1.0,31.2187,-1.0,11.0201,-1.0,31.5385,-1.0,-1.0,-1.0,13.4654,-1.0,3,3,3
3237,3237,MPP_DEU_LocationA-43_T680F8043_T-1,3.2,30.8601,31.345,31.8615,0.25,0.245,0.2425,0.0,0.0,-1.0,26.9369,14.6408,54.7647,-1.0,5.0518,20.9438,42.9403,-1.0,-1.0,-1.0,24.6979,25.9264,34.9058,-1.0,-1.0,-1.0,21.3632,4,4,4
3238,3238,MPP_DEU_LocationA-43_T690F8165_T-1,3.2,35.9274,35.1912,34.3336,-0.24,-0.51,-0.7675,3.2,1.6,-1.0,-1.0,-1.0,-1.0,43.8672,17.0976,-1.0,-1.0,-1.0,-1.0,41.9541,28.0572,40.5793,38.5553,-1.0,-1.0,93.8948,-1.0,2,2,2
3239,3239,MPP_DEU_LocationA-43_T715F8483_T-1,3.2,33.8468,33.3111,32.836999999999996,-0.25,-0.25,-0.5075,3.2,1.6,-1.0,-1.0,-1.0,-1.0,-1.0,33.0184,-1.0,-1.0,-1.0,-1.0,-1.0,38.6515,-1.0,44.2009,-1.0,-1.0,-1.0,26.6237,1,1,1
3240,3240,MPP_DEU_LocationA-43_T727F8620_T-1,3.2,36.1122,35.8313,35.3003,-0.0125,-0.5025,-0.5025,3.2,1.6,-1.0,29.5776,-1.0,54.5275,-1.0,56.0299,-1.0,31.344,-1.0,50.2432,96.2153,74.4005,-1.0,32.6111,-1.0,44.8144,77.475,92.4462,3,3,3
3241,3241,MPP_DEU_LocationA-43_T771F9394_T-1,3.2,32.9204,32.96,32.9501,-0.0025,0.0,-0.25,0.08,0.0,84.4406,63.74,-1.0,40.1319,9.6465,47.8999,71.5296,75.7301,-1.0,40.9068,-1.0,9.5122,-1.0,88.23,-1.0,48.9118,-1.0,26.3055,5,5,5
3242,3242,MPP_DEU_LocationA-43_T773F9302_T-1,3.2,40.0626,41.2612,42.4845,0.755,1.005,0.4925,0.0,0.0,43.8468,61.8601,80.7416,-1.0,103.4991,-1.0,30.5884,69.9726,86.8735,-1.0,88.3388,-1.0,92.3415,-1.0,-1.0,-1.0,16.5814,79.388,4,4,4
3243,3243,MPP_DEU_LocationA-43_T783F9362_T-1,3.2,37.4542,36.9827,36.4334,-0.2475,-0.25,-0.5125,3.2,1.6,35.35,-1.0,15.3075,-1.0,-1.0,-1.0,28.4535,62.303999999999995,30.057,-1.0,-1.0,-1.0,47.3916,84.3848,-1.0,-1.0,23.0908,70.2182,2,2,2
3244,3244,MPP_DEU_LocationA-43_T789F9483_T-1,3.2,32.9623,33.0693,33.3849,0.01,0.2425,-0.245,0.08,0.0,-1.0,18.6633,8.6103,36.7657,-1.0,47.8414,23.8635,28.416999999999998,-1.0,-1.0,-1.0,13.9869,65.2502,22.6182,-1.0,-1.0,-1.0,8.1297,4,4,4
3245,3245,MPP_DEU_LocationA-43_T850F10247_T-1,3.2,37.0721,36.5929,36.1364,-0.4975,-0.245,-0.5075,3.2,1.6,-1.0,21.2478,14.002,73.0068,-1.0,75.1918,17.1887,68.8351,-1.0,-1.0,-1.0,13.1275,19.702,47.8301,-1.0,-1.0,-1.0,6.3816,4,4,4
3246,3246,MPP_DEU_LocationA-43_T861F10405_T-1,3.2,35.6195,36.0159,36.5601,0.24,0.24,-0.01,0.04,0.0,73.4518,22.0477,-1.0,97.9057,-1.0,18.8061,-1.0,28.5826,73.6765,25.6628,-1.0,-1.0,-1.0,39.0568,74.0535,28.2615,-1.0,-1.0,4,4,4
3247,3247,MPP_DEU_LocationA-43_T868F10568_T-1,3.2,36.8934,37.5516,38.2204,0.5,0.25,0.245,0.0,0.0,71.9214,30.5367,-1.0,-1.0,41.4874,79.8558,71.1442,38.6625,-1.0,-1.0,31.5555,88.8435,-1.0,47.1305,-1.0,-1.0,21.4986,98.4462,4,4,4
3248,3248,MPP_DEU_LocationA-43_T869F10487_T-1,3.2,30.7623,31.0651,31.3638,0.265,0.2425,-0.0125,0.04,0.0,48.4706,-1.0,63.2166,-1.0,-1.0,27.3704,48.7094,-1.0,71.1037,-1.0,-1.0,41.4169,-1.0,55.9262,49.3169,-1.0,-1.0,-1.0,3,3,3
3249,3249,MPP_DEU_LocationA-43_T874F10712_T-1,3.2,33.8953,34.0789,34.3934,0.255,0.25,-0.0075,0.04,0.04,-1.0,31.4073,45.5953,74.2352,-1.0,7.1187,52.7023,69.8461,-1.0,-1.0,-1.0,26.3806,-1.0,65.7129,-1.0,-1.0,-1.0,20.5515,4,4,4
3250,3250,MPP_DEU_LocationA-43_T876F10587_T-1,3.2,32.2831,32.7147,33.1922,0.265,0.235,0.235,0.0,0.0,-1.0,35.1351,-1.0,-1.0,-1.0,28.5538,-1.0,40.3426,-1.0,31.397,16.0758,52.2596,-1.0,52.6316,-1.0,26.8599,92.0686,4.6497,2,2,2
3251,3251,MPP_DEU_LocationA-43_T883F10671_T-1,3.2,39.3601,39.1932,38.1511,0.25,-0.4975,-1.0,2.16,0.56,39.74,23.9807,-1.0,-1.0,-1.0,62.9717,-1.0,25.3807,-1.0,-1.0,110.4516,84.4305,102.8121,25.9092,-1.0,-1.0,-1.0,105.3467,3,3,3
3252,3252,MPP_DEU_LocationA-43_T889F10685_T-1,3.2,31.8348,32.324,33.2765,0.2525,0.5,0.005,0.0,0.0,-1.0,-1.0,10.1396,-1.0,4.495,40.6469,20.8804,-1.0,16.2722,70.8714,65.7142,12.8798,22.8356,69.0956,-1.0,-1.0,17.3252,-1.0,3,3,3
3253,3253,MPP_DEU_LocationA-43_T892F10850_T-1,3.2,27.4344,27.7967,28.1333,0.255,0.25,-0.005,0.04,0.0,29.9499,-1.0,-1.0,46.1695,-1.0,-1.0,27.5232,-1.0,-1.0,42.1329,-1.0,-1.0,-1.0,37.8194,39.7038,-1.0,24.6937,-1.0,2,2,2
3254,3254,MPP_DEU_LocationA-43_T922F11192_T-1,3.2,31.851,30.7102,29.4907,-0.5025,-0.75,-1.0,3.2,1.6,22.7701,41.2801,-1.0,-1.0,-1.0,30.2333,-1.0,18.2308,-1.0,-1.0,-1.0,28.5071,-1.0,29.5301,-1.0,-1.0,-1.0,26.2953,3,3,3
3255,3255,MPP_DEU_LocationA-43_T925F11169_T-1,3.2,41.0156,41.1127,41.0803,0.4925,-0.255,-0.2575,1.52,0.96,-1.0,49.5865,-1.0,-1.0,90.1984,23.9559,81.0748,33.8509,-1.0,53.5513,36.8502,-1.0,-1.0,42.6277,-1.0,56.1418,11.6991,-1.0,3,3,3
3256,3256,MPP_DEU_LocationA-43_T93F1076_T-1,3.2,34.4051,34.7688,35.1829,0.0025,0.2425,0.0,0.0,0.0,-1.0,88.1094,-1.0,-1.0,-1.0,29.4199,-1.0,38.6422,-1.0,88.0141,67.4269,48.4471,-1.0,47.8321,-1.0,87.81700000000001,51.7027,65.5551,2,2,2
3257,3257,MPP_DEU_LocationA-43_T942F11239_T-1,3.2,34.9911,34.24,33.06,-0.2525,-0.75,-1.0,3.2,1.6,82.7804,75.7,-1.0,41.3957,9.8481,61.9928,75.8809,79.33,-1.0,-1.0,-1.0,6.2249,69.6113,80.69,-1.0,35.2168,-1.0,17.6037,5,5,5
3258,3258,MPP_DEU_LocationA-43_T947F11404_T-1,3.2,35.8421,35.153,34.51,-0.5075,-0.505,-0.51,3.2,1.6,62.8861,16.8368,-1.0,39.567,23.2432,45.016999999999996,56.303000000000004,22.4732,-1.0,40.6708,7.5307,60.9788,-1.0,27.6542,-1.0,56.3464,-1.0,11.9599,5,5,5
3259,3259,MPP_DEU_LocationA-43_T951F11406_T-1,3.2,23.8759,24.2072,24.5749,0.25,0.25,-0.0075,0.04,0.0,32.5409,37.5004,27.0701,45.2369,-1.0,-1.0,29.9709,42.7587,17.4285,33.6784,30.6647,36.2515,32.4283,40.5307,33.2442,20.4637,28.5163,34.6492,4,4,4
3260,3260,MPP_DEU_LocationA-43_T954F11432_T-1,3.2,34.0153,33.3616,32.8348,-0.24,-0.5,-0.5075,3.2,1.6,-1.0,36.5183,-1.0,-1.0,71.0999,47.7797,-1.0,37.8529,-1.0,-1.0,67.7419,60.4524,65.1378,72.545,-1.0,39.6892,10.3578,69.7738,3,3,3
3261,3261,MPP_DEU_LocationA-43_T971F11580_T-1,3.2,27.4566,27.6852,27.5299,0.255,-0.25,-0.2725,1.04,0.0,47.7202,23.4579,77.6117,18.7506,44.5697,53.8634,41.9564,58.1997,47.8232,23.3365,-1.0,-1.0,39.9772,61.9405,47.8737,19.9176,-1.0,-1.0,6,6,6
3262,3262,MPP_DEU_LocationA-44_T1000F11384_T-1,3.2,36.5317,36.3604,35.67,-0.2525,-0.25,-0.75,2.04,0.44,-1.0,42.8082,-1.0,106.6928,-1.0,6.2272,-1.0,52.2512,-1.0,107.4375,-1.0,22.5139,-1.0,62.02,-1.0,-1.0,-1.0,40.3764,3,3,3
3263,3263,MPP_DEU_LocationA-44_T1004F11368_T-1,3.2,32.2185,32.7057,33.012,0.25,0.245,-0.005,0.04,0.0,-1.0,43.6329,-1.0,-1.0,-1.0,34.6824,95.7719,47.7039,-1.0,50.0324,-1.0,63.0448,93.6073,61.0365,-1.0,56.0061,-1.0,79.30199999999999,2,2,2
3264,3264,MPP_DEU_LocationA-44_T1035F11792_T-1,3.2,30.8362,30.1544,29.4798,-0.2325,-0.5,-0.525,3.2,1.6,65.78,29.6815,83.2405,23.261,-1.0,56.4601,-1.0,70.404,66.4498,28.6344,-1.0,-1.0,-1.0,82.49,69.2857,25.3027,-1.0,-1.0,5,5,5
3265,3265,MPP_DEU_LocationA-44_T1039F11870_T-1,3.2,33.0356,33.8669,33.9958,0.505,0.25,-0.26,0.32,0.0,-1.0,74.7844,-1.0,-1.0,84.0732,10.7815,81.4857,12.838,-1.0,69.5417,10.0997,84.4484,79.0902,15.1789,-1.0,63.4412,4.8598,101.4904,3,3,3
3266,3266,MPP_DEU_LocationA-44_T1052F12003_T-1,3.2,31.066,31.3415,31.8528,0.255,0.245,0.0,0.0,0.0,46.5405,88.4914,9.4129,76.0891,-1.0,-1.0,33.6127,84.4665,13.2009,66.0873,-1.0,-1.0,17.2084,57.1812,-1.0,9.0984,21.1927,80.2792,4,4,4
3267,3267,MPP_DEU_LocationA-44_T1085F12614_T-1,3.2,36.466,37.0572,38.1147,0.26,0.4875,0.2375,0.0,0.0,22.035,49.7091,-1.0,66.7514,-1.0,78.6421,-1.0,95.4967,19.9704,53.3968,-1.0,-1.0,-1.0,113.09,18.1903,57.0734,-1.0,-1.0,4,4,4
3268,3268,MPP_DEU_LocationA-44_T1118F13044_T-1,3.2,34.6356,34.8949,35.1856,0.0075,0.0,-0.0075,0.04,0.0,90.1155,91.9096,-1.0,-1.0,53.2977,15.9119,49.3793,23.0762,90.3821,87.6192,68.1755,76.0562,45.8125,30.0927,-1.0,84.0914,52.5953,94.2275,4,4,4
3269,3269,MPP_DEU_LocationA-44_T1153F13568_T-1,3.2,29.996,30.0815,30.2168,0.255,0.0,-0.0075,0.04,0.0,-1.0,36.6626,23.1516,-1.0,-1.0,60.0993,32.9473,-1.0,-1.0,-1.0,-1.0,36.0329,41.8284,-1.0,-1.0,-1.0,-1.0,23.1626,3,3,3
3270,3270,MPP_DEU_LocationA-44_T1156F13633_T-1,3.2,30.6433,30.7307,30.3068,0.255,-0.25,-0.5075,1.44,0.04,-1.0,24.9641,36.622,60.8392,-1.0,42.54600000000001,35.7064,53.1169,-1.0,-1.0,-1.0,30.1924,-1.0,45.917,-1.0,-1.0,-1.0,34.2941,4,4,4
3271,3271,MPP_DEU_LocationA-44_T1160F13525_T-1,3.2,40.1661,40.6625,41.2917,0.5075,0.495,0.2375,0.0,0.0,-1.0,91.9504,-1.0,-1.0,67.9188,51.5295,62.9581,64.5496,-1.0,102.3303,77.9336,77.6791,58.9323,77.1003,-1.0,112.4833,54.5768,105.7935,3,3,3
3272,3272,MPP_DEU_LocationA-44_T1168F13624_T-1,3.2,32.78,31.9202,30.8805,-0.5,-0.5,-0.75,3.2,1.6,-1.0,36.95,-1.0,60.1891,15.9996,-1.0,36.9026,35.7104,28.92,4.3318,-1.0,4.3049,33.4507,34.2108,5.8128,-1.0,-1.0,12.9562,3,3,3
3273,3273,MPP_DEU_LocationA-44_T1172F13626_T-1,3.2,24.6386,25.0792,25.4396,0.2625,0.2475,-0.01,0.04,0.0,-1.0,-1.0,14.8917,-1.0,-1.0,-1.0,26.9964,-1.0,72.7629,-1.0,-1.0,-1.0,38.7313,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1
3274,3274,MPP_DEU_LocationA-44_T1175F13774_T-1,3.2,31.1666,30.8917,30.4646,0.005,-0.25,-0.505,1.44,0.08,-1.0,81.9627,83.8918,75.1043,-1.0,-1.0,82.363,76.2824,-1.0,-1.0,-1.0,68.1368,-1.0,77.7026,-1.0,-1.0,-1.0,54.45,3,3,3
3275,3275,MPP_DEU_LocationA-44_T1185F13887_T-1,3.2,34.9817,35.8604,36.6303,0.75,0.4975,0.2475,0.0,0.0,-1.0,29.9962,31.2481,90.508,-1.0,56.4513,-1.0,30.94,32.5567,83.7387,-1.0,73.4204,-1.0,31.151999999999997,33.6222,76.9998,-1.0,90.7518,4,4,4
3276,3276,MPP_DEU_LocationA-44_T1190F13991_T-1,3.2,30.174,29.8105,29.3655,-0.2475,-0.25,-0.5,1.92,0.32,-1.0,-1.0,16.49,59.1184,-1.0,-1.0,-1.0,-1.0,18.0773,59.4843,-1.0,-1.0,19.9496,60.3382,-1.0,-1.0,-1.0,-1.0,2,2,2
3277,3277,MPP_DEU_LocationA-44_T1203F14130_T-1,3.2,29.9013,29.4921,28.9142,0.0,-0.4975,-0.5,2.6,1.0,-1.0,37.7327,-1.0,20.2199,-1.0,24.4518,-1.0,30.316999999999997,-1.0,36.5526,-1.0,-1.0,-1.0,35.8335,-1.0,34.7988,-1.0,-1.0,3,3,3
3278,3278,MPP_DEU_LocationA-44_T121F1390_T-1,3.2,25.0924,24.8226,24.5668,0.0175,0.0,-0.27,1.56,0.08,-1.0,38.281,11.06,70.2672,-1.0,-1.0,-1.0,34.3067,19.7441,57.8453,-1.0,-1.0,28.7967,-1.0,33.1955,45.6527,-1.0,30.5118,3,3,3
3279,3279,MPP_DEU_LocationA-44_T1227F14373_T-1,3.2,24.9782,25.2956,25.5424,0.25,-0.0075,-0.0075,0.04,0.0,-1.0,14.6742,38.8503,21.4884,-1.0,32.4365,-1.0,34.8919,52.1394,13.1848,-1.0,-1.0,-1.0,37.6576,66.0946,10.7393,-1.0,-1.0,4,4,4
3280,3280,MPP_DEU_LocationA-44_T1228F14398_T-1,3.2,33.6277,34.2784,34.9706,0.5075,0.245,0.235,0.0,0.0,53.3078,59.983000000000004,-1.0,-1.0,-1.0,60.6143,101.4572,72.0718,61.3651,61.8946,-1.0,60.8307,-1.0,83.5802,68.6609,64.3218,-1.0,75.2664,3,3,3
3281,3281,MPP_DEU_LocationA-44_T1250F14682_T-1,3.2,32.9788,32.5496,32.0262,-0.24,-0.5,-0.515,2.56,0.96,31.7001,50.881,13.4481,94.2108,-1.0,43.7909,19.151,91.1956,-1.0,-1.0,-1.0,26.247,24.8574,87.693,-1.0,-1.0,-1.0,21.2049,5,5,5
3282,3282,MPP_DEU_LocationA-44_T1253F14630_T-1,3.2,32.936,33.5343,33.845,0.515,0.2425,-0.0075,0.08,0.0,25.5025,58.3804,36.9676,-1.0,19.2937,43.4923,15.4759,56.4781,35.3512,-1.0,7.8887,55.3008,33.8697,-1.0,-1.0,-1.0,7.1957,54.3556,5,5,5
3283,3283,MPP_DEU_LocationA-44_T1255F14744_T-1,3.2,33.5503,32.9201,32.4502,-0.5,-0.25,-0.5025,3.2,1.6,-1.0,57.52,-1.0,41.7601,-1.0,18.7483,-1.0,65.7102,-1.0,40.5945,-1.0,34.3788,-1.0,73.631,-1.0,39.6658,-1.0,49.6733,3,3,3
3284,3284,MPP_DEU_LocationA-44_T1257F14734_T-1,3.2,35.9435,36.4592,36.9244,0.5075,0.245,0.2425,0.0,0.0,54.4966,81.7433,52.6388,88.4101,35.3454,22.2755,44.6367,80.9578,48.7544,81.4617,18.5852,37.1345,-1.0,75.5637,-1.0,-1.0,35.325,80.0668,6,6,6
3285,3285,MPP_DEU_LocationA-44_T1263F14756_T-1,3.2,36.8301,37.22,36.7202,0.25,0.0,-0.5,1.2,0.0,81.3531,49.3701,-1.0,5.0826,51.4381,25.8939,-1.0,49.8415,4.5643,-1.0,36.1131,41.7968,-1.0,49.5436,8.6717,-1.0,22.495,57.354,5,5,5
3286,3286,MPP_DEU_LocationA-44_T126F1428_T-1,3.2,32.5278,32.0944,31.6969,-0.245,-0.25,-0.505,3.2,1.6,-1.0,69.5413,79.4134,67.5313,-1.0,58.466,78.4177,63.63399999999999,-1.0,-1.0,-1.0,46.28,77.5988,60.2463,-1.0,-1.0,-1.0,34.5629,4,4,4
3287,3287,MPP_DEU_LocationA-44_T1316F15400_T-1,3.2,35.4043,36.6673,37.804,0.7525,0.75,0.495,0.0,0.0,29.761,-1.0,22.2637,-1.0,-1.0,61.7926,25.2218,97.8931,25.6143,-1.0,100.0519,65.876,28.17,-1.0,-1.0,-1.0,19.7379,101.4318,3,3,3
3288,3288,MPP_DEU_LocationA-44_T1361F16194_T-1,3.2,32.4848,32.1629,31.5873,-0.25,-0.2425,-0.5125,1.88,0.28,-1.0,54.4905,-1.0,25.1456,-1.0,47.0945,-1.0,22.645,-1.0,66.3325,-1.0,58.4371,-1.0,69.5491,-1.0,20.0282,-1.0,-1.0,3,3,3
3289,3289,MPP_DEU_LocationA-44_T1364F16214_T-1,3.2,33.944,33.6636,33.7424,-0.505,0.0,-0.505,0.6,0.0,-1.0,48.0586,-1.0,-1.0,23.8247,36.1189,21.504,48.8489,-1.0,48.5939,-1.0,43.1283,-1.0,62.4518,-1.0,50.1488,18.0525,57.3678,3,3,3
3290,3290,MPP_DEU_LocationA-44_T1365F16196_T-1,3.2,36.797,37.6608,38.9126,0.505,0.4925,0.255,0.0,0.0,40.0403,71.2619,-1.0,-1.0,95.1314,-1.0,32.8909,70.5413,-1.0,-1.0,77.8346,-1.0,-1.0,-1.0,-1.0,-1.0,25.7118,70.579,3,3,3
3291,3291,MPP_DEU_LocationA-44_T1367F16251_T-1,3.2,33.1505,32.7311,32.4497,-0.25,-0.245,-0.5,1.56,0.0,-1.0,27.8049,-1.0,-1.0,-1.0,4.4011,-1.0,25.5561,-1.0,-1.0,49.9977,12.3433,-1.0,22.0979,-1.0,-1.0,51.7172,23.8675,2,2,2
3292,3292,MPP_DEU_LocationA-44_T1404F16577_T-1,3.2,27.6,26.5,24.74,-0.5,-0.75,-1.25,3.2,1.6,-1.0,20.4413,-1.0,-1.0,20.0191,21.8446,-1.0,19.2031,-1.0,-1.0,16.6015,24.6817,-1.0,34.6244,-1.0,-1.0,-1.0,14.1204,3,3,3
3293,3293,MPP_DEU_LocationA-44_T1408F16695_T-1,3.2,35.16,35.8207,37.0302,0.25,0.5,0.25,0.0,0.0,79.5524,86.7901,-1.0,75.5255,44.513999999999996,14.2463,-1.0,102.3,-1.0,79.3525,26.3469,28.1073,-1.0,-1.0,-1.0,83.7758,7.6266,43.166000000000004,5,5,5
3294,3294,MPP_DEU_LocationA-44_T140F1688_T-1,3.2,34.4819,35.0876,35.7743,0.5025,0.255,0.25,0.0,0.0,88.3101,71.1826,41.7862,28.4611,57.4445,5.7847,-1.0,75.215,45.3973,28.6982,41.7632,27.1916,-1.0,29.034000000000002,-1.0,-1.0,-1.0,79.3301,6,6,6
3295,3295,MPP_DEU_LocationA-44_T141F1557_T-1,3.2,31.0556,31.3379,32.561,0.01,0.51,-0.24,0.04,0.0,82.6522,-1.0,21.7862,34.8528,-1.0,-1.0,68.6406,-1.0,24.6255,35.4604,-1.0,-1.0,27.0504,37.9001,63.6635,-1.0,51.2739,-1.0,3,3,3
3296,3296,MPP_DEU_LocationA-44_T1438F16821_T-1,3.2,31.8746,32.6347,33.5982,0.5075,0.5,0.255,0.0,0.0,51.551,47.1801,12.5639,-1.0,58.6607,8.4729,47.653999999999996,48.2073,17.4183,-1.0,44.8808,20.3158,22.2586,-1.0,-1.0,-1.0,43.1104,50.5759,5,5,5
3297,3297,MPP_DEU_LocationA-44_T1477F17279_T-1,3.2,28.8745,29.2051,28.7851,0.26,0.0,-0.5125,1.32,0.0,-1.0,25.4025,8.7731,-1.0,-1.0,13.0983,14.116,-1.0,-1.0,-1.0,-1.0,19.4304,19.2374,-1.0,-1.0,-1.0,-1.0,12.507,3,3,3
3298,3298,MPP_DEU_LocationA-44_T1488F17320_T-1,3.2,37.86,39.2702,40.5839,1.0,0.75,0.75,0.0,0.0,47.5706,86.63,-1.0,-1.0,11.5673,20.2961,45.9702,90.8703,-1.0,-1.0,-1.0,5.8739,44.5509,96.3719,-1.0,-1.0,-1.0,21.349,4,4,4
3299,3299,MPP_DEU_LocationA-44_T1495F17441_T-1,3.2,29.8189,30.0804,30.2946,0.2575,-0.0075,-0.0075,0.04,0.0,-1.0,46.464,81.0552,70.9472,-1.0,33.5785,-1.0,43.1973,-1.0,46.3969,-1.0,-1.0,-1.0,52.8208,-1.0,46.5498,-1.0,-1.0,4,4,4
3300,3300,MPP_DEU_LocationA-44_T1504F17610_T-1,3.2,31.7341,30.5533,30.4948,-0.995,-0.25,-0.9975,2.6,1.6,-1.0,77.0105,83.9457,94.6711,-1.0,-1.0,-1.0,-1.0,-1.0,36.1432,-1.0,66.9133,-1.0,-1.0,-1.0,26.6911,-1.0,-1.0,3,3,3
3301,3301,MPP_DEU_LocationA-44_T1538F17859_T-1,3.2,31.5902,31.02,30.29,-0.25,-0.5,-0.5025,3.2,1.6,-1.0,30.3023,18.0617,15.1328,-1.0,13.7782,43.3313,28.5617,-1.0,7.0503,86.9953,22.8985,-1.0,42.5709,5.151,63.6421,-1.0,31.0704,4,4,4
3302,3302,MPP_DEU_LocationA-44_T1579F18370_T-1,3.2,32.0541,32.9976,33.953,0.265,0.74,0.265,0.0,0.0,32.4602,74.37,8.2683,65.9827,-1.0,22.1607,28.1722,76.3675,11.7482,61.8257,90.0415,36.3815,15.3188,-1.0,-1.0,-1.0,23.0504,58.5886,5,5,5
3303,3303,MPP_DEU_LocationA-44_T1585F18397_T-1,3.2,35.117,35.5283,35.5517,0.505,-0.005,-0.255,0.88,0.0,73.0147,51.2755,-1.0,-1.0,63.0817,12.9662,84.0265,18.7667,59.4815,52.6234,14.5967,48.102,-1.0,24.6845,57.3013,52.605,-1.0,7.0524,4,4,4
3304,3304,MPP_DEU_LocationA-44_T1612F18626_T-1,3.2,24.7859,24.7599,24.7134,0.005,-0.0075,-0.2575,0.16,0.0,-1.0,32.6806,18.8072,49.193999999999996,-1.0,-1.0,-1.0,30.9314,22.7784,37.3566,-1.0,-1.0,25.9211,60.1118,73.8477,27.2106,-1.0,28.5091,3,3,3
3305,3305,MPP_DEU_LocationA-44_T1616F18669_T-1,3.2,31.538,31.0481,31.5194,-0.7325,0.0,-0.7325,1.12,0.04,-1.0,37.2106,-1.0,57.2124,-1.0,36.5082,-1.0,47.5146,-1.0,-1.0,-1.0,26.4988,-1.0,40.0502,-1.0,-1.0,-1.0,16.4921,3,3,3
3306,3306,MPP_DEU_LocationA-44_T1628F18992_T-1,3.2,26.2258,27.5957,28.9858,1.0075,0.75,0.74,0.0,0.0,19.273,65.3102,42.4109,-1.0,-1.0,-1.0,15.2303,65.9557,56.5519,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.6553,68.4817,3,3,3
3307,3307,MPP_DEU_LocationA-44_T1632F18880_T-1,3.2,33.26,32.86,32.3512,-0.25,-0.2475,-0.5,2.36,0.76,-1.0,80.4217,-1.0,-1.0,31.8237,86.096,95.9802,80.4521,-1.0,-1.0,-1.0,21.3061,-1.0,80.8049,-1.0,-1.0,-1.0,11.4817,3,3,3
3308,3308,MPP_DEU_LocationA-44_T1640F19054_T-1,3.2,37.0723,38.0502,38.72,0.4975,0.7475,0.0,0.0,0.0,-1.0,32.2554,-1.0,55.8624,99.9957,96.2782,-1.0,40.0418,-1.0,58.6835,83.225,-1.0,-1.0,48.1427,-1.0,62.1788,65.6712,-1.0,4,4,4
3309,3309,MPP_DEU_LocationA-44_T1643F19044_T-1,3.2,37.145,36.7056,36.2517,-0.495,-0.255,-0.5025,3.2,1.6,-1.0,-1.0,-1.0,-1.0,-1.0,14.2322,-1.0,21.0313,-1.0,-1.0,-1.0,-1.0,-1.0,28.5512,-1.0,-1.0,-1.0,-1.0,1,1,1
3310,3310,MPP_DEU_LocationA-44_T1647F19051_T-1,3.2,32.4955,32.9481,33.3745,0.255,0.25,0.2425,0.0,0.0,60.7417,-1.0,-1.0,-1.0,84.725,56.6166,84.4896,63.0467,65.5813,39.6757,11.084000000000001,66.4904,84.7156,40.2443,70.4802,-1.0,-1.0,5.6308,3,3,3
3311,3311,MPP_DEU_LocationA-44_T1663F19338_T-1,3.2,34.1511,33.8366,33.6851,0.005,0.0075,-0.25,0.24,0.08,98.6912,30.0516,-1.0,40.6491,8.639,67.0083,-1.0,44.16,-1.0,40.1001,-1.0,9.2441,-1.0,23.6442,-1.0,58.2001,-1.0,-1.0,5,5,5
